File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Variable linear
Reference day;30/11/2024
Identifier;Description;Interest anchor date;Interest payment period;Principal anchor date;Principal payment period;Principal payment amount;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1388459_210322230513013755;;08/02/2025;6M;08/02/2025;6M;;;08/08/2024;08/08/2026;Yes;Long;9040;9040;08/08/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9040;;;;;;;;;;;;;No;;4,21;0;09/08/2025;EURIBOR_SWAP;12M;0;12,5;09/08/2025;12M;;;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02030000;;F06;Adultos 2B;60;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1389570_2103000349040421240000201205202;;10/12/2024;6M;10/12/2024;6M;;;10/06/2024;10/06/2032;Yes;Short;16000;16000;24/05/2012;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16000;;;;;;;;;;;;;No;;6,248;;;EURIBOR_SWAP;6M;;;10/06/2032;6M;;;2,5;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1391081_210373060500009051;;31/03/2025;6M;31/03/2025;12M;;;31/03/2024;31/03/2026;Yes;Long;13962,45;13962,45;16/06/2005;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;13962,45;;;;;;;;;;;;;No;;0,75;1;01/04/2025;EURIBOR_SWAP;12M;0;12;01/04/2025;6M;;;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;01030201;;F07;Adultos 3;64;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1391950_210343480515740549;;16/12/2024;6M;16/12/2024;6M;;;16/06/2024;16/12/2035;Yes;Long;46000;46000;24/09/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;46000;;;;;;;;;;;;;No;;4,21;0,6;17/12/2024;EURIBOR_SWAP;12M;2,5;;17/12/2024;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010100;;F07;Adultos 3;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
139576_210377800500005434;;23/01/2025;3M;23/01/2025;3M;;;23/10/2024;23/10/2025;Yes;Long;55275,86;55275,86;23/10/2000;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;55275,86;;;;;;;;;;;;;No;;2,827;0,08;24/01/2025;EURIBOR_SWAP;12M;0;;24/01/2025;3M;;;0,08;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;050;001;111000;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1398499_210344030510001208;;15/12/2024;6M;15/08/2025;6M;;;15/02/2025;15/02/2029;Yes;Long;40000;40000;15/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;40000;;;;;;;;;;;;;No;;4,192;0,5;16/02/2025;EURIBOR_SWAP;12M;0;;16/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;61;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1398557_210346560513013863;;02/03/2025;6M;02/03/2025;6M;;;02/09/2024;02/03/2035;Yes;Long;42000;42000;13/11/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;42000;;;;;;;;;;;;;No;;4,21;0;03/03/2025;EURIBOR_SWAP;12M;0;12,5;03/03/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F07;Adultos 3;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1400818_210326630500008336;;27/12/2024;1M;27/02/2025;12M;;;27/02/2024;27/02/2031;Yes;Long;38500;38500;27/02/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;38500;;;;;;;;;;;;;No;;5,829;2,15;28/02/2025;EURIBOR_SWAP;12M;0;;28/02/2025;12M;;2M;2,15;UG;HIPOTECARIOS FINANCIACION EMPRESAS;Banca Comercial;VAR;EUR;050;210;113200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030201;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1401331_210300035803008107201220220821;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/09/2028;Yes;Short;279480;279480;25/08/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;279480;;;;;;;;;;;;;No;;3,363;;;EURIBOR_SWAP;6M;;;10/09/2028;6M;;;0,07;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1401678_210322270503176018;;29/12/2024;1M;29/12/2024;1M;;;29/11/2024;29/12/2028;Yes;Long;6802,06;6802,06;29/12/2003;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6802,06;;;;;;;;;;;;;No;;1,7500000000000002;0;01/01/2025;EURIBOR_SWAP;12M;0;1,7500000000000002;01/01/2025;6M;0,5;2M;0;UG;PERSONALES OTRAS FINALIDADES;Banca Comercial;VAR;EUR;050;605;111999;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;S;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02030000;;F04;Adultos 1B;55;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1401942_210326000515500029;;30/01/2025;3M;30/01/2025;3M;;;30/10/2024;30/01/2034;Yes;Long;67575,11;67575,11;30/01/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;67575,11;;;;;;;;;;;;;No;;4,75;1;31/01/2025;EURIBOR_SWAP;6M;0;;31/01/2025;6M;;;1;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;VAR;EUR;051;949;111021;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.2;Original;EUR;Activo general;2025-01;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
1402336_210322270510004150;;15/12/2024;6M;15/07/2025;6M;;;15/01/2025;15/01/2029;Yes;Long;40000;40000;15/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;40000;;;;;;;;;;;;;No;;4,136;0,5;16/01/2025;EURIBOR_SWAP;12M;0;;16/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
140278_210371090500010459;;07/02/2025;3M;07/02/2025;12M;;;07/02/2024;07/02/2026;Yes;Long;44903,98;44903,98;07/02/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;44903,98;;;;;;;;;;;;;No;;4,367;1,15;08/08/2025;EURIBOR_SWAP_MAS_0,025;12M;0;;08/08/2025;12M;;;1,15;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;140;J;;N;N;A.2.1.4;Original;EUR;Activo general;2025-08;Sensible;01030201;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
1404606_210308120510004137;;09/03/2025;6M;09/09/2025;12M;;;09/09/2024;09/09/2036;Yes;Long;96000;96000;09/09/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;96000;;;;;;;;;;;;;No;;5,426;1,9;10/09/2025;EURIBOR_SWAP;12M;0;;10/09/2025;12M;;2M;1,9;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;305;114118;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-09;Sensible;01030202;;F04;Adultos 1B;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1405351_2103000352021521144024201410057;;20/04/2025;6M;20/04/2025;6M;;;20/10/2024;20/10/2026;Yes;Short;153000;153000;09/10/2014;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;153000;;;;;;;;;;;;;No;;4,422;;;EURIBOR_SWAP;6M;;;20/10/2026;6M;;;1,45;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1406026_210303580500018698;;28/02/2025;6M;30/08/2025;12M;;;30/08/2024;30/08/2025;Yes;Long;2144,37;2144,37;30/08/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2144,37;;;;;;;;;;;;;No;;4,8500000000000005;1,2;30/08/2025;EURIBOR_SWAP;12M;0;;30/08/2025;12M;;2M;1,2;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02010100;;F06;Adultos 2B;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1407029_210371280500088097;;24/01/2025;3M;24/01/2025;12M;;;24/01/2024;24/01/2026;Yes;Long;7150;7150;24/01/2003;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7150;;;;;;;;;;;;;No;;4,68;1;25/07/2025;EURIBOR_SWAP;12M;0;;25/07/2025;12M;;2M;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010300;;F06;Adultos 2B;55;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1409302_210325030510006162;;12/02/2025;6M;12/02/2025;6M;;;12/08/2024;12/02/2029;Yes;Long;31500;31500;12/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;31500;;;;;;;;;;;;;No;;4,1579999999999995;0,5;13/02/2025;EURIBOR_SWAP;12M;0;;13/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F05;Adultos 2A;38;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1410931_210300035502017118000020170430;;20/05/2025;6M;20/05/2025;6M;;;20/11/2024;20/05/2032;Yes;Short;30000;30000;04/05/2017;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30000;;;;;;;;;;;;;No;;3,4610000000000003;;;EURIBOR_SWAP;6M;;;20/05/2032;6M;;;0,7;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1411636_210326000515336079;;14/01/2025;6M;14/01/2025;6M;;;14/07/2024;14/07/2035;Yes;Long;44000;44000;22/10/2008;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;44000;;;;;;;;;;;;;No;;4,21;0,6;15/01/2025;EURIBOR_SWAP;12M;0;;15/01/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1413247_2103000349030151240000201105085;;25/05/2025;6M;25/05/2025;6M;;;25/11/2024;25/05/2031;Yes;Short;45012,5;45012,5;12/05/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;45012,5;;;;;;;;;;;;;No;;5,211;;;EURIBOR_SWAP;6M;;;25/05/2031;6M;;;2,5;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1415452_210327400510003916;;30/11/2024;1M;28/02/2025;1M;;;28/01/2025;30/01/2029;Yes;Long;25000;25000;30/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25000;;;;;;;;;;;;;No;;4,082;0,5;31/01/2025;EURIBOR_SWAP;12M;0;;31/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;52;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1416703_210342140510001546;;07/02/2025;6M;07/02/2025;6M;;;07/08/2024;07/02/2029;Yes;Long;36000;36000;07/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;36000;;;;;;;;;;;;;No;;4,109999999999999;0,5;08/02/2025;EURIBOR_SWAP;12M;0;;08/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F06;Adultos 2B;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1420308_210374050500002174;;31/12/2024;3M;31/12/2024;3M;;;30/09/2024;30/06/2030;Yes;Long;4424920,85;4424920,85;26/06/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4424920,85;;;;;;;;;;;;;No;;3,676;0,35000000000000003;01/01/2025;EURIBOR_SWAP;3M;0;;01/01/2025;3M;;;0,35000000000000003;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Empresas;VAR;EUR;050;209;113105;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1420404_210342280513015399;;01/04/2025;6M;01/04/2025;6M;;;01/10/2024;01/10/2037;Yes;Long;40603,22;40603,22;01/10/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;40603,22;;;;;;;;;;;;;No;;4,21;0;02/04/2025;EURIBOR_SWAP;12M;0;12,5;02/04/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010100;;F07;Adultos 3;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1421595_210300035803107107201220231029;;10/05/2025;6M;10/05/2025;6M;;;10/11/2024;10/11/2029;Yes;Short;110500;110500;02/11/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;110500;;;;;;;;;;;;;No;;3,001;;;EURIBOR_SWAP;6M;;;10/11/2029;6M;;;0,17;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1422066_210323660515768779;;26/01/2025;6M;26/01/2025;6M;;;26/07/2024;26/07/2030;Yes;Long;30000;30000;26/10/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30000;;;;;;;;;;;;;No;;4,21;0,6;27/01/2025;EURIBOR_SWAP;12M;0;;27/01/2025;6M;;;0,6;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02030000;;F06;Adultos 2B;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1423062_210380820500024327;;12/03/2025;6M;12/09/2025;12M;;;12/09/2024;12/09/2026;Yes;Long;1333333,33;1333333,33;12/09/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1333333,33;;;;;;;;;;;;;No;;4,526;1,25;13/03/2025;EURIBOR_SWAP;6M;0;;13/03/2025;6M;;;1,25;UG;PERSONALES FINANCIACION EMPRESAS;Banca Corporativa;VAR;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33552000009;01030102;;03;GRANDE;;;;;120;;;J;;N;N;A.2.1.2;Original;EUR;Activo general;2025-03;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
1424757_210300034406029118000020091012;;25/04/2025;6M;25/04/2025;6M;;;25/10/2024;25/04/2027;Yes;Short;1071,49;1071,49;15/10/2009;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1071,49;;;;;;;;;;;;;No;;3,444;;;EURIBOR_SWAP;12M;;;25/04/2027;6M;;;0;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1425280_210371800500025855;;23/12/2024;1M;23/12/2024;1M;;;23/11/2024;23/05/2031;Yes;Long;39560,12;39560,12;23/05/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;39560,12;;;;;;;;;;;;;No;;3,4259999999999997;0,49;24/05/2025;EURIBOR_SWAP;12M;0;;24/05/2025;6M;;2M;0,49;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1425888_210378420500137770;;17/02/2025;3M;17/02/2025;3M;;;17/11/2024;17/11/2026;Yes;Long;10655;10655;17/11/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10655;;;;;;;;;;;;;No;;5;1;18/02/2025;EURIBOR_SWAP;12M;0;12;18/02/2025;3M;;;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;02010100;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1426604_210324160513014978;;24/02/2025;6M;24/02/2025;6M;;;24/08/2024;24/08/2037;Yes;Long;52000;52000;03/02/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;52000;;;;;;;;;;;;;No;;4,859;1,25;25/08/2025;EURIBOR_SWAP;12M;0;12,5;25/08/2025;12M;;;1,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02010100;;F07;Adultos 3;37;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1429154_210343650513013953;;29/04/2025;6M;29/04/2025;6M;;;29/10/2024;29/10/2035;Yes;Long;28952;28952;17/11/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;28952;;;;;;;;;;;;;No;;4,21;0;30/10/2025;EURIBOR_SWAP;12M;0;12,5;30/10/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F07;Adultos 3;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1431404_210325310515767340;;27/04/2025;6M;27/04/2025;6M;;;27/10/2024;27/10/2032;Yes;Long;16584,73;16584,73;27/10/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16584,73;;;;;;;;;;;;;No;;4,21;0,6;28/04/2025;EURIBOR_SWAP;12M;2,5;;28/04/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010100;;F07;Adultos 3;63;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
