File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Included
Contract type;Variable bullet
Reference day;30/11/2024
;Identifier;Description;Payment anchor date;Payment period;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
contract;1391068_210372730550003426;;23/12/2024;1M;23/08/2027;Yes;Long;14991,06;14991,06;24/08/2015;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;14991,06;;;;;;;;;;;;;No;;5,4;2,91;22/02/2025;EURIBOR_SWAP_MAS_0,025;12M;0;;22/02/2025;3M;;;2,91;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;02030000;;05;;;;;;170;170;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-02;Sensible;02030000;;F04;Adultos 1B;62;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1391443_210303510550003845;;02/01/2025;3M;02/04/2025;Yes;Long;17999,06;17999,06;03/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;17999,06;;;;;;;;;;;;;No;;6,752;3,5000000000000004;02/01/2025;EURIBOR_SWAP;3M;0;;02/01/2025;3M;;;3,5000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;02030000;;05;PYME - MICROEMPRESA;;;;;170;170;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;02030000;01;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1393011_210308790550002297;;29/11/2024;3M;29/05/2025;Yes;Long;9938,02;9938,02;30/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9938,02;;;;;;;;;;;;;No;;6,162;3,25;27/02/2025;EURIBOR_SWAP;3M;0;;27/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F02;J�venes;24;JOVENES;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1393112_210304620550003592;;25/01/2025;3M;25/07/2025;Yes;Long;91942,17;91942,17;26/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;91942,17;;;;;;;;;;;;;No;;4,696;1,6099999999999999;25/01/2025;EURIBOR_SWAP;3M;0;;25/01/2025;3M;;;1,6099999999999999;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;139623_210304540550009373;;22/02/2025;3M;22/02/2025;Yes;Long;39946,71;39946,71;23/02/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;39946,71;;;;;;;;;;;;;No;;4,75;1,7500000000000002;22/02/2025;EURIBOR_SWAP;3M;0;;22/02/2025;3M;;;1,7500000000000002;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F06;Adultos 2B;62;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1397830_210372460550004330;;29/01/2025;3M;29/07/2025;Yes;Long;1032,68;1032,68;30/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1032,68;;;;;;;;;;;;;No;;5,602;2,55;29/01/2025;EURIBOR_SWAP;3M;0;;29/01/2025;3M;;;2,55;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1397966_210307140550002394;;28/02/2025;3M;28/05/2025;Yes;Long;30109,63;30109,63;29/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30109,63;;;;;;;;;;;;;No;;5,912;3;28/02/2025;EURIBOR_SWAP;3M;0;;28/02/2025;3M;;;3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1398171_210322210550101582;;20/12/2024;3M;20/12/2025;Yes;Long;147000;147000;21/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;147000;;;;;;;;;;;;;No;;5,258;1,7999999999999998;20/12/2024;EURIBOR_SWAP;3M;0;;20/12/2024;3M;;;1,7999999999999998;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1398455_210303210550002406;;24/01/2025;3M;24/01/2025;Yes;Long;924,22;924,22;25/01/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;924,22;;;;;;;;;;;;;No;;6,336;3,25;24/01/2025;EURIBOR_SWAP;3M;0;;24/01/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;02030000;;05;PYME - MICROEMPRESA;;;;;170;;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;02030000;01;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1399193_210307430550004841;;22/01/2025;3M;22/04/2027;Yes;Long;21000;21000;23/04/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;21000;;;;;;;;;;;;;No;;6,388000000000001;3,25;22/01/2025;EURIBOR_SWAP;3M;0;;22/01/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F03;Adultos 1A;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1402143_210342070550100541;;30/11/2024;3M;02/12/2024;Yes;Long;19999,09;19999,09;01/12/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19999,09;;;;;;;;;;;;;No;;6,755;3,25;02/12/2024;EURIBOR_SWAP;3M;0;;02/12/2024;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1403859_210348330550100892;;02/12/2024;3M;02/09/2026;Yes;Long;723028,22;723028,22;03/09/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;723028,22;;;;;;;;;;;;;No;;5,1;1,6099999999999999;02/12/2024;EURIBOR_SWAP;3M;0;;02/12/2024;3M;;;1,6099999999999999;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Empresas;VAR;EUR;055;000;131027;A;04.02.05.05.00 Cuentas de credito;32662110002;01030102;;03;GRANDE;;;;;120;;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;1406976_210330270550002684;;10/12/2024;3M;10/06/2025;Yes;Long;18356,7;18356,7;11/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18356,7;;;;;;;;;;;;;No;;6,962;3,5000000000000004;10/12/2024;EURIBOR_SWAP;3M;0;;10/12/2024;3M;;;3,5000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1407061_210344580553163333;;30/01/2025;3M;30/01/2025;Yes;Long;5849,41;5849,41;31/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5849,41;;;;;;;;;;;;;No;;5,806;2,75;30/01/2025;EURIBOR_SWAP;3M;0;;30/01/2025;3M;;;2,75;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131221;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F07;Adultos 3;62;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1407628_210330100550002781;;20/02/2025;3M;20/05/2025;Yes;Long;54382,93;54382,93;21/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54382,93;;;;;;;;;;;;;No;;5,763;2,75;20/02/2025;EURIBOR_SWAP;3M;0;;20/02/2025;3M;;;2,75;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;140804_210320760550004032;;18/02/2025;3M;18/02/2025;Yes;Long;6992,96;6992,96;19/02/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6992,96;;;;;;;;;;;;;No;;6,248;3,25;18/02/2025;EURIBOR_SWAP;3M;0;;18/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1408107_210351100550003533;;11/12/2024;3M;11/03/2025;Yes;Long;14326,43;14326,43;12/03/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;14326,43;;;;;;;;;;;;;No;;6,959999999999999;3,5000000000000004;11/12/2024;EURIBOR_SWAP;3M;0;;11/12/2024;3M;;;3,5000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;;F05;Adultos 2A;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;14101_210303510550003612;;28/02/2025;3M;28/05/2025;Yes;Long;5994,67;5994,67;29/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5994,67;;;;;;;;;;;;;No;;6,162;3,25;28/02/2025;EURIBOR_SWAP;3M;0;;28/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F03;Adultos 1A;37;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1410555_210303530550004352;;01/02/2025;3M;01/05/2025;Yes;Long;10000;10000;02/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10000;;;;;;;;;;;;;No;;6,555999999999999;3,5000000000000004;01/02/2025;EURIBOR_SWAP;3M;0;;01/02/2025;3M;;;3,5000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1411049_210327700550100926;;07/02/2025;3M;07/11/2025;Yes;Long;325;325;08/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;325;;;;;;;;;;;;;No;;4,549;1,5;07/02/2025;EURIBOR_SWAP;3M;0;;07/02/2025;3M;;;1,5;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131013;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1411595_210350000550006640;;26/12/2024;3M;26/09/2025;Yes;Long;14476,33;14476,33;27/09/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;14476,33;;;;;;;;;;;;;No;;6,351999999999999;3;26/12/2024;EURIBOR_SWAP;3M;0;;26/12/2024;3M;;;3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;;F07;Adultos 3;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1412468_210320320550003027;;06/02/2025;3M;06/05/2026;Yes;Long;49745,53;49745,53;07/05/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;49745,53;;;;;;;;;;;;;No;;6,307;3,25;06/02/2025;EURIBOR_SWAP;3M;0;;06/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1414693_210303580550002545;;29/12/2024;3M;29/03/2025;Yes;Long;14957,16;14957,16;30/03/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;14957,16;;;;;;;;;;;;;No;;6,595;3,25;29/12/2024;EURIBOR_SWAP;3M;0;;29/12/2024;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;;F04;Adultos 1B;47;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1414840_210302050550004637;;07/12/2024;3M;07/03/2025;Yes;Long;36894,42;36894,42;08/03/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;36894,42;;;;;;;;;;;;;No;;4,3790000000000004;1;07/03/2025;EURIBOR_SWAP;6M;0;;07/03/2025;6M;;;1;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Empresas;VAR;EUR;055;000;131003;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;S;N;A.2.1.2;Original;EUR;Activo general;2025-03;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1417056_210348080550100535;;02/01/2025;3M;02/04/2025;Yes;Long;29721,03;29721,03;03/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;29721,03;;;;;;;;;;;;;No;;5,252;2;02/01/2025;EURIBOR_SWAP;3M;0;;02/01/2025;3M;;;2;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;141785_210307220550012043;;23/12/2024;3M;23/09/2025;Yes;Long;451059,05;451059,05;24/09/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;451059,05;;;;;;;;;;;;;No;;5,436;2;23/12/2024;EURIBOR_SWAP;3M;0;;23/12/2024;3M;;;2;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Corporativa;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01010300;;01;GRANDE;;;;;120;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01010300;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;141811_21030027SW59097P;;02/12/2024;6M;02/12/2025;Yes;Short;5333336;5333336;01/12/2010;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;59097;No;;EUR;Amortized cost;;;;;;;;;GOBIERNO DE CANTABRIA;;;;;No;;2,708;0;02/12/2024;EURIBOR_SWAP;6M;;;02/12/2024;6M;;;0;TE;SWAP PAGA NO COBERTURA;Tesoreria;VAR;EUR;987;006;;PFB;....;;;;;GRANDE;;;;;;;;J;;N;;NS;Original;EUR;;2024-12;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;NO;NO;;;;
contract;1418986_210370930550002489;;17/01/2025;3M;17/04/2025;Yes;Long;47586,9;47586,9;18/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;47586,9;;;;;;;;;;;;;No;;5,308;2,1;17/01/2025;EURIBOR_SWAP;3M;0;;17/01/2025;3M;;;2,1;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1419234_210353410550010116;;21/02/2025;3M;21/02/2025;Yes;Long;10089,09;10089,09;22/02/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10089,09;;;;;;;;;;;;;No;;6,25;3,25;21/02/2025;EURIBOR_SWAP;3M;0;;21/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F07;Adultos 3;41;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1419687_210304250550000546;;07/02/2025;3M;07/05/2027;Yes;Long;27930,56;27930,56;08/05/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;27930,56;;;;;;;;;;;;;No;;6,299;3,25;07/02/2025;EURIBOR_SWAP;3M;0;;07/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F03;Adultos 1A;38;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1419961_210345600553149407;;02/02/2025;3M;02/05/2025;Yes;Long;486173,56;486173,56;03/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;486173,56;;;;;;;;;;;;;No;;4,356;1,3;02/02/2025;EURIBOR_SWAP;3M;0;;02/02/2025;3M;;;1,3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Corporativa;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030102;;03;GRANDE;;;;;120;;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;1422456_210322000556998722;;16/02/2025;3M;16/08/2027;Yes;Long;9989,03;9989,03;17/08/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9989,03;;;;;;;;;;;;;No;;6,273;3,25;16/02/2025;EURIBOR_SWAP;3M;0;;16/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1422936_210301830550007710;;19/12/2024;3M;19/12/2024;Yes;Long;37426,46;37426,46;20/12/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;37426,46;;;;;;;;;;;;;No;;5,958;2,5;19/12/2024;EURIBOR_SWAP;3M;0;;19/12/2024;3M;;;2,5;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
