File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed annuity
Reference day;30/11/2024
Identifier;Description;Payment anchor date;Payment period;Current payment;Principal payments rate;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;Código de producto;Código de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;Código DRC;Clave ISIN cobertura;Código clasificación activo;Descripción tamaño empresa;Consolidado reservado;Consolidado público;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona física/jurídica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;Código DRC contable;Código tamaño empresa;Cód. segmento estratégico;Des. segmento estratégico;Edad;Segmento estratégico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1020203_210301360500015447;;01/12/2024;1M;;;;01/11/2024;01/06/2047;Yes;Long;68505,44;68505,44;01/06/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;68505,44;;;;;;;;;;;;;No;;3,65;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F07;Adultos 3;34;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020232_210303070500058867;;26/12/2024;1M;;;;26/11/2024;26/06/2054;Yes;Long;43357,65;43357,65;26/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;43357,65;;;;;;;;;;;;;No;;3,5000000000000004;0,5;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;478;112160;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F02;Jóvenes;27;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020235_210308710500024445;;11/12/2024;1M;;;;11/11/2024;11/08/2029;Yes;Long;8805,7;8805,7;11/08/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8805,7;;;;;;;;;;;;;No;;7,5;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;015;111004;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;59;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020251_210378430500165364;;15/12/2024;1M;;;;15/11/2024;15/12/2044;Yes;Long;12454,73;12454,73;30/06/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12454,73;;;;;;;;;;;;;No;;2,75;0;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;460;112003;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;45;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
102026_210303710500041190;;23/12/2024;1M;;;;23/11/2024;23/08/2026;Yes;Long;8050,4;8050,4;23/08/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8050,4;;;;;;;;;;;;;No;;6,950000000000001;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F03;Adultos 1A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
102029_210343590500100980;;21/12/2024;1M;;;;21/11/2024;21/06/2026;Yes;Long;2197,58;2197,58;21/06/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2197,58;;;;;;;;;;;;;No;;6,950000000000001;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F09;Seniors 2;65;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020303_210333030500002381;;22/12/2024;1M;;;;22/11/2024;22/11/2051;Yes;Long;182015,74;182015,74;22/11/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;182015,74;;;;;;;;;;;;;No;;0,77;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020311_210378420500124917;;09/12/2024;1M;;;;09/11/2024;09/04/2043;Yes;Long;86719,74;86719,74;09/04/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;86719,74;;;;;;;;;;;;;No;;2,35;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020332_210378430500197428;;07/12/2024;1M;;;;07/11/2024;07/02/2040;Yes;Long;62520,08;62520,08;07/02/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;62520,08;;;;;;;;;;;;;No;;1,7999999999999998;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;57;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020364_210373590500022309;;21/12/2024;1M;;;;21/11/2024;21/01/2028;Yes;Long;9567,85;9567,85;21/09/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9567,85;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;35;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020397_210371830500031925;;09/12/2024;1M;;;;09/11/2024;09/06/2028;Yes;Long;30068,15;30068,15;09/06/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30068,15;;;;;;;;;;;;;No;;1,6;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;337;113141;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1020401_210371200500068286;;27/12/2024;1M;;;;27/11/2024;27/06/2025;Yes;Long;843,59;843,59;10/06/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;843,59;;;;;;;;;;;;;No;;11,450000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;71;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020407_210370030500232038;;24/12/2024;1M;;;;24/11/2024;24/02/2026;Yes;Long;757,77;757,77;24/02/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;757,77;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;31;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020420_210370590500059237;;30/11/2024;1M;;;;30/10/2024;31/08/2027;Yes;Long;11115,43;11115,43;31/08/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;11115,43;;;;;;;;;;;;;No;;6;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;63;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020445_210303850500015793;;01/12/2024;1M;;;;01/11/2024;01/02/2026;Yes;Long;1139,48;1139,48;01/02/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1139,48;;;;;;;;;;;;;No;;7,199999999999999;1,5;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;63;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020446_210303690500018433;;14/12/2024;1M;;;;14/11/2024;14/06/2042;Yes;Long;42412,2;42412,2;14/06/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;42412,2;;;;;;;;;;;;;No;;3,15;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F07;Adultos 3;50;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020451_210370690500068733;;25/12/2024;1M;;;;25/11/2024;25/08/2026;Yes;Long;7813,99;7813,99;30/07/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7813,99;;;;;;;;;;;;;No;;6,45;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;155;111111;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;71;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020457_210399170500150750;;30/11/2024;1M;;;;30/10/2024;30/04/2025;Yes;Long;722,4;722,4;24/06/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;722,4;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;067;111117;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;45;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020464_210305110500009119;;22/12/2024;1M;;;;22/11/2024;22/03/2043;Yes;Long;513565,51;513565,51;22/03/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;513565,51;;;;;;;;;;;;;No;;2,5;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;112;112032;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;51;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020467_210320010500135379;;09/12/2024;1M;;;;09/11/2024;09/04/2049;Yes;Long;70896,56;70896,56;09/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;70896,56;;;;;;;;;;;;;No;;3,6999999999999997;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F03;Adultos 1A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020473_210352800500060523;;12/12/2024;1M;;;;12/11/2024;12/02/2026;Yes;Long;8188,8;8188,8;12/02/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8188,8;;;;;;;;;;;;;No;;6,950000000000001;1,5;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;079;111010;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020492_210370080500150308;;06/12/2024;1M;;;;06/11/2024;06/09/2030;Yes;Long;7710,13;7710,13;06/09/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7710,13;;;;;;;;;;;;;No;;5,5;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;017;111005;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;58;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020506_210370330500067023;;02/12/2024;1M;;;;02/11/2024;02/11/2030;Yes;Long;10418,74;10418,74;02/11/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10418,74;;;;;;;;;;;;;No;;7,249999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020509_210372190500138104;;05/12/2024;1M;;;;05/11/2024;05/08/2043;Yes;Long;54179,43;54179,43;20/07/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54179,43;;;;;;;;;;;;;No;;3,25;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020510_210330250500056739;;28/12/2024;1M;;;;28/11/2024;28/04/2052;Yes;Long;151276,35;151276,35;28/04/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;151276,35;;;;;;;;;;;;;No;;1;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;112;112032;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F03;Adultos 1A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020511_210348230500111299;;14/12/2024;1M;;;;14/11/2024;14/07/2038;Yes;Long;95056,24;95056,24;14/07/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;95056,24;;;;;;;;;;;;;No;;4,05;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010300;;F03;Adultos 1A;37;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020516_210346100500150154;;18/12/2024;1M;;;;18/11/2024;18/12/2053;Yes;Long;43334,09;43334,09;18/12/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;43334,09;;;;;;;;;;;;;No;;4,25;0,5;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;478;112160;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F02;Jóvenes;24;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020531_210373740500066405;;03/12/2024;1M;;;;03/11/2024;03/10/2025;Yes;Long;1254,14;1254,14;03/03/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1254,14;;;;;;;;;;;;;No;;8,4;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020546_210323050500126514;;28/12/2024;1M;;;;28/11/2024;28/05/2051;Yes;Long;90246,02;90246,02;28/05/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;90246,02;;;;;;;;;;;;;No;;1,3;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;498;112034;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;44;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020564_210371590500194955;;24/12/2024;1M;;;;24/11/2024;24/06/2029;Yes;Long;6529,78;6529,78;24/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6529,78;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020593_210356210500084248;;03/12/2024;1M;;;;03/11/2024;03/05/2031;Yes;Long;15053,77;15053,77;03/05/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;15053,77;;;;;;;;;;;;;No;;8,5;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;063;111008;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;Jóvenes;22;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020594_210399170500127037;;30/11/2024;1M;;;;30/10/2024;30/04/2025;Yes;Long;690;690;12/06/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;690;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;067;111117;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;49;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020601_210371140500074133;;08/12/2024;1M;;;;08/11/2024;08/10/2038;Yes;Long;42815,3;42815,3;08/07/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;42815,3;;;;;;;;;;;;;No;;2,5;0,5;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F07;Adultos 3;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020611_210322050500135792;;23/12/2024;1M;;;;23/11/2024;23/02/2028;Yes;Long;6708,96;6708,96;23/02/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6708,96;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;027;111062;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020620_210379580500000104;;16/12/2024;1M;;;;16/11/2024;16/03/2031;Yes;Long;16260,67;16260,67;16/03/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16260,67;;;;;;;;;;;;;No;;6,800000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;919;111020;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
102062_210309080500025030;;20/12/2024;1M;;;;20/11/2024;20/11/2031;Yes;Long;3823,67;3823,67;20/11/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3823,67;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;027;111062;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
102063_210371250500028869;;01/12/2024;1M;;;;01/11/2024;01/05/2051;Yes;Long;85727,53;85727,53;29/04/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;85727,53;;;;;;;;;;;;;No;;1,3;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020642_210371930500019439;;23/12/2024;1M;;;;23/11/2024;23/02/2032;Yes;Long;6534,85;6534,85;23/02/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6534,85;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;027;111062;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;35;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020662_210378420500336314;;14/12/2024;1M;;;;14/11/2024;14/05/2026;Yes;Long;3066,95;3066,95;14/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3066,95;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020670_210320370500056372;;17/12/2024;1M;;;;17/11/2024;17/03/2048;Yes;Long;95221,55;95221,55;17/03/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;95221,55;;;;;;;;;;;;;No;;2,7;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;112;112032;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;38;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1020671_210302470500068822;;12/12/2024;1M;;;;12/11/2024;12/04/2032;Yes;Long;28317,88;28317,88;12/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;28317,88;;;;;;;;;;;;;No;;6,7;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;079;111010;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
